,location,size_BHK,total_sqft,bathroom,price_lakhs
4913,Marathahalli,3,1530.0,3.0,73.5
4914,Marathahalli,2,1358.0,2.0,81.0
4915,Marathahalli,2,1205.0,2.0,75.0
4916,Marathahalli,3,1730.0,3.0,110.0
4917,Marathahalli,3,1583.0,3.0,115.0
4918,Marathahalli,2,1200.0,2.0,67.0
4919,Marathahalli,2,1095.0,2.0,60.0
4920,Marathahalli,2,1060.0,2.0,48.0
4921,Marathahalli,2,1050.0,2.0,65.0
4922,Marathahalli,2,1102.0,2.0,53.67
4923,Marathahalli,2,1026.0,2.0,49.95
4924,Marathahalli,4,3940.0,4.0,220.0
4925,Marathahalli,3,1435.0,3.0,73.0
4926,Marathahalli,2,1220.0,2.0,59.0
4927,Marathahalli,2,881.0,2.0,48.06
4928,Marathahalli,3,1130.0,2.0,58.0
4929,Marathahalli,3,1710.0,3.0,100.0
4930,Marathahalli,3,1680.0,3.0,105.0
4931,Marathahalli,3,1910.0,3.0,119.0
4932,Marathahalli,2,1602.0,2.0,104.0
4933,Marathahalli,1,700.0,1.0,38.0
4934,Marathahalli,3,1469.0,3.0,89.0
4935,Marathahalli,3,1385.0,2.0,68.5
4936,Marathahalli,3,1690.0,3.0,116.0
4937,Marathahalli,2,1065.0,2.0,55.0
4938,Marathahalli,3,1693.0,3.0,125.0
4939,Marathahalli,3,1693.0,3.0,125.0
4940,Marathahalli,2,1196.0,2.0,57.9
4941,Marathahalli,3,1595.0,3.0,88.0
4942,Marathahalli,3,2122.0,3.0,125.0
4943,Marathahalli,3,1730.0,3.0,115.0
4944,Marathahalli,4,4000.0,4.0,200.0
4945,Marathahalli,3,1200.0,2.0,58.17
4946,Marathahalli,2,1125.0,2.0,55.0
4947,Marathahalli,3,1950.0,3.0,115.0
4948,Marathahalli,2,1250.0,2.0,68.0
4949,Marathahalli,2,1125.0,2.0,56.8
4950,Marathahalli,2,1350.0,2.0,90.0
4951,Marathahalli,2,1200.0,2.0,53.0
4952,Marathahalli,4,2500.0,5.0,175.0
4953,Marathahalli,2,957.0,2.0,47.0
4954,Marathahalli,4,3855.0,4.0,220.0
4955,Marathahalli,3,1605.0,3.0,76.0
4956,Marathahalli,2,1350.0,2.0,60.0
4957,Marathahalli,4,3400.0,4.0,235.0
4958,Marathahalli,2,1350.0,2.0,99.0
4959,Marathahalli,3,1310.0,3.0,63.22
4960,Marathahalli,2,1285.0,2.0,55.0
4961,Marathahalli,4,2500.0,5.0,181.0
4962,Marathahalli,4,3800.0,4.0,235.0
4963,Marathahalli,4,3951.0,4.0,230.0
4964,Marathahalli,2,1125.0,2.0,54.8
4965,Marathahalli,3,1700.0,3.0,126.0
4966,Marathahalli,3,1315.0,2.0,60.0
4967,Marathahalli,2,1270.0,2.0,73.0
4968,Marathahalli,3,1530.0,3.0,71.0
4969,Marathahalli,2,950.0,2.0,46.7
4970,Marathahalli,3,1550.0,3.0,85.0
4971,Marathahalli,2,1019.0,2.0,49.86
4972,Marathahalli,2,1144.0,2.0,65.0
4973,Marathahalli,2,1240.0,2.0,55.0
4974,Marathahalli,1,1100.0,2.0,75.0
4975,Marathahalli,2,1156.0,2.0,52.0
4976,Marathahalli,4,2524.0,5.0,180.0
4977,Marathahalli,2,1135.0,2.0,60.0
4978,Marathahalli,3,1839.0,3.0,130.0
4979,Marathahalli,2,1170.0,2.0,85.0
4980,Marathahalli,2,1102.0,2.0,53.67
4981,Marathahalli,3,1108.0,2.0,60.0
4982,Marathahalli,3,1449.0,3.0,110.0
4983,Marathahalli,2,1360.0,2.0,101.0
4984,Marathahalli,2,1026.0,2.0,50.18
4985,Marathahalli,3,1800.0,3.0,95.0
4986,Marathahalli,3,1650.0,3.0,85.0
4987,Marathahalli,2,1270.0,2.0,80.0
4988,Marathahalli,2,1100.0,2.0,50.0
4989,Marathahalli,2,1196.0,2.0,57.95
4990,Marathahalli,3,1310.0,3.0,63.25
4991,Marathahalli,3,1485.0,2.0,90.0
4992,Marathahalli,2,1146.0,2.0,69.0
4993,Margondanahalli,2,1090.0,2.0,58.0
4994,Margondanahalli,2,1200.0,2.0,58.5
4995,Margondanahalli,2,1200.0,2.0,67.0
4996,Margondanahalli,3,1200.0,2.0,65.0
4997,Margondanahalli,2,1000.0,2.0,57.0
4998,Margondanahalli,3,1625.0,3.0,80.0
4999,Margondanahalli,2,600.0,2.0,35.0
5000,Margondanahalli,2,1200.0,2.0,69.0
5001,Margondanahalli,2,900.0,2.0,49.0
5002,Margondanahalli,2,1140.0,2.0,60.0
5003,Margondanahalli,2,1100.0,2.0,55.0
5004,Margondanahalli,2,1152.0,1.0,66.0
5005,Margondanahalli,3,1448.0,3.0,70.0
5006,Margondanahalli,2,1200.0,2.0,65.0
5007,Margondanahalli,2,1050.0,2.0,58.0
5008,Margondanahalli,2,1160.0,2.0,65.0
5009,Margondanahalli,2,1334.0,2.0,67.76
5010,Marsur,4,1800.0,4.0,145.0
5011,Marsur,3,1200.0,3.0,90.0
5012,Marsur,3,1200.0,3.0,120.0
5013,Mico Layout,3,1550.0,2.0,65.0
5014,Mico Layout,2,1125.0,2.0,40.0
5015,Mico Layout,2,1190.0,2.0,39.25
5016,Mico Layout,1,800.0,1.0,29.5
5017,Mico Layout,3,1250.0,2.0,44.0
5018,Mico Layout,2,1171.0,2.0,39.0
5019,Mico Layout,2,1200.0,2.0,53.5
5020,Mico Layout,3,1670.0,3.0,59.0
5021,Mico Layout,2,1140.0,2.0,43.0
5022,Munnekollal,2,1170.0,2.0,52.0
5023,Munnekollal,2,1102.0,2.0,53.67
5024,Munnekollal,3,1390.0,3.0,68.0
5025,Munnekollal,2,1200.0,2.0,49.5
5026,Munnekollal,2,950.0,2.0,46.5
5027,Munnekollal,3,1560.0,3.0,75.0
5028,Munnekollal,3,1750.0,3.0,86.5
5029,Munnekollal,3,1385.0,2.0,66.5
5030,Munnekollal,2,1080.0,2.0,45.0
5031,Munnekollal,2,1170.0,2.0,59.0
5032,Munnekollal,3,1540.0,2.0,70.0
5033,Munnekollal,3,1200.0,2.0,57.9
5034,Munnekollal,2,1030.0,2.0,50.36
5035,Murugeshpalya,2,1296.0,2.0,81.0
5036,Murugeshpalya,3,1550.0,3.0,74.0
5037,Murugeshpalya,3,1845.0,3.0,91.0
5038,Murugeshpalya,2,1185.0,2.0,85.0
5039,Murugeshpalya,2,1225.0,2.0,48.0
5040,Murugeshpalya,3,1930.0,3.0,75.0
5041,Murugeshpalya,3,1600.0,2.0,65.0
5042,Murugeshpalya,3,1344.0,2.0,56.0
5043,Murugeshpalya,3,1500.0,2.0,70.0
5044,Murugeshpalya,3,1855.0,3.0,96.0
5045,Murugeshpalya,2,1175.0,2.0,75.0
5046,Mysore Road,2,1175.0,2.0,73.5
5047,Mysore Road,3,1710.0,4.0,91.31
5048,Mysore Road,2,1020.0,2.0,48.95
5049,Mysore Road,2,1175.0,2.0,73.5
5050,Mysore Road,2,1070.0,2.0,45.0
5051,Mysore Road,2,1239.0,2.0,53.0
5052,Mysore Road,2,1060.0,2.0,62.0
5053,Mysore Road,2,980.0,2.0,45.47
5054,Mysore Road,2,883.0,2.0,40.0
5055,Mysore Road,3,1525.0,3.0,96.0
5056,Mysore Road,2,1200.0,2.0,65.0
5057,Mysore Road,3,1340.0,2.0,64.31
5058,Mysore Road,3,1082.0,3.0,50.5
5059,Mysore Road,3,1340.0,2.0,64.31
5060,Mysore Road,2,883.0,2.0,40.95
5061,Mysore Road,2,1070.0,2.0,49.65
5062,Mysore Road,3,1082.0,3.0,50.0
5063,Mysore Road,2,883.0,2.0,50.0
5064,Mysore Road,2,1155.0,2.0,51.0
5065,Mysore Road,2,1003.0,2.0,43.0
5066,Mysore Road,2,1237.0,2.0,73.0
5067,Mysore Road,2,883.0,2.0,45.0
5068,Mysore Road,2,1170.0,2.0,65.0
5069,Mysore Road,2,1029.5,2.0,50.855
5070,Mysore Road,2,940.0,2.0,43.61
5071,Mysore Road,3,1500.0,3.0,74.0
5072,Mysore Road,2,1020.0,2.0,48.95
5073,Mysore Road,3,1410.0,2.0,64.0
5074,Mysore Road,2,1175.0,2.0,70.5
5075,Mysore Road,3,1080.0,2.0,60.0
5076,Mysore Road,3,1500.0,3.0,70.0
5077,Mysore Road,2,883.0,2.0,37.0
5078,NGR Layout,2,1020.0,2.0,45.9
5079,NGR Layout,2,1105.0,2.0,49.73
5080,NGR Layout,2,1022.0,2.0,45.9
5081,NGR Layout,2,1020.0,2.0,45.0
5082,NGR Layout,2,1019.0,2.0,45.9
5083,NGR Layout,2,1020.0,2.0,46.0
5084,NGR Layout,2,1021.0,2.0,46.0
5085,NGR Layout,2,1021.0,2.0,45.9
5086,NRI Layout,3,1565.0,2.0,75.0
5087,NRI Layout,5,2500.0,5.0,130.0
5088,NRI Layout,2,1125.0,2.0,45.56
5089,NRI Layout,4,2150.0,4.0,115.0
5090,NRI Layout,2,1250.0,2.0,75.0
5091,NRI Layout,3,1789.0,3.0,75.0
5092,NRI Layout,3,1731.0,3.0,64.11
5093,NRI Layout,2,2400.0,2.0,125.0
5094,Nagarbhavi,3,1630.0,2.0,98.0
5095,Nagarbhavi,3,1350.0,3.0,150.0
5096,Nagarbhavi,2,1200.0,2.0,150.0
5097,Nagarbhavi,3,1523.0,2.0,53.4
5098,Nagarbhavi,3,2400.0,3.0,160.0
5099,Nagarbhavi,1,884.0,2.0,36.0
5100,Nagarbhavi,2,1055.0,2.0,55.0
5101,Nagarbhavi,3,1350.0,2.0,54.6
5102,Nagarbhavi,2,1223.0,2.0,60.0
5103,Nagarbhavi,2,956.0,2.0,49.0
5104,Nagarbhavi,3,1560.0,3.0,66.0
5105,Nagarbhavi,2,1200.0,2.0,150.0
5106,Nagarbhavi,3,1400.0,2.0,85.0
5107,Nagarbhavi,3,1515.0,2.0,79.0
5108,Nagarbhavi,2,1145.0,2.0,40.0
5109,Nagarbhavi,1,300.0,1.0,20.0
5110,Nagarbhavi,4,1250.0,3.0,175.0
5111,Nagarbhavi,1,710.0,2.0,40.0
5112,Nagarbhavi,3,1850.0,3.0,88.0
5113,Nagarbhavi,2,1212.0,2.0,50.0
5114,Nagarbhavi,2,1020.0,2.0,55.0
5115,Nagarbhavi,3,1850.0,3.0,90.0
5116,Nagarbhavi,2,1120.0,2.0,53.0
5117,Nagarbhavi,3,1850.0,2.0,88.0
5118,Nagarbhavi,2,1146.0,2.0,50.0
5119,Nagarbhavi,3,1850.0,2.0,89.0
5120,Nagarbhavi,2,1190.0,2.0,63.0
5121,Nagarbhavi,3,1523.0,2.0,56.0
5122,Nagarbhavi,2,1050.0,2.0,80.0
5123,Nagarbhavi,5,2500.0,3.0,180.0
5124,Nagarbhavi,3,1350.0,3.0,60.0
5125,Nagarbhavi,2,1250.0,3.0,170.0
5126,Nagarbhavi,3,1635.0,3.0,85.0
5127,Nagarbhavi,3,1400.0,2.0,135.0
5128,Nagarbhavi,3,2200.0,2.0,99.0
5129,Nagarbhavi,2,1100.0,2.0,46.2
5130,Nagarbhavi,2,1080.0,2.0,49.0
5131,Nagarbhavi,4,1800.0,3.0,180.0
5132,Nagarbhavi,2,1225.0,2.0,58.0
5133,Nagasandra,2,980.0,2.0,48.0
5134,Nagasandra,4,2400.0,4.0,145.0
5135,Nagasandra,3,1650.0,3.0,95.0
5136,Nagasandra,2,1500.0,2.0,91.0
5137,Nagavara,1,400.0,1.0,14.0
5138,Nagavara,3,1545.0,2.0,58.0
5139,Nagavara,3,2319.0,3.0,180.0
5140,Nagavara,3,2430.0,4.0,180.0
5141,Nagavara,2,936.0,2.0,40.2
5142,Nagavara,2,1125.0,2.0,44.5
5143,Nagavara,2,1315.0,2.0,70.0
5144,Nagavara,2,1077.0,2.0,50.0
5145,Nagavara,4,2496.0,4.0,125.0
5146,Nagavara,2,1110.0,2.0,44.95
5147,Nagavara,2,1247.0,2.0,58.56
5148,Nagavarapalya,2,1392.0,2.0,99.0
5149,Nagavarapalya,1,705.0,1.0,52.5
5150,Nagavarapalya,3,1300.0,3.0,80.0
5151,Nagavarapalya,1,705.0,1.0,57.0
5152,Nagavarapalya,1,705.0,1.0,55.0
5153,Nagavarapalya,1,705.0,1.0,57.0
5154,Nagavarapalya,2,1335.0,2.0,110.0
5155,Nagavarapalya,2,1260.0,2.0,85.5
5156,Narayanapura,2,1308.0,2.0,89.04
5157,Narayanapura,3,1566.0,3.0,83.3
5158,Narayanapura,3,1485.0,3.0,85.0
5159,Narayanapura,2,1302.0,2.0,69.1
5160,Narayanapura,2,1308.0,2.0,89.04
5161,Narayanapura,3,2357.0,3.0,135.0
5162,Narayanapura,3,2357.0,3.0,135.0
5163,Narayanapura,2,1469.0,2.0,99.14
5164,Neeladri Nagar,2,1053.0,2.0,45.0
5165,Neeladri Nagar,2,1363.0,2.0,68.0
5166,Neeladri Nagar,3,2556.0,3.0,133.0
5167,Neeladri Nagar,1,674.0,1.0,21.0
5168,Neeladri Nagar,1,527.0,1.0,26.0
5169,Neeladri Nagar,3,1167.0,2.0,38.0
5170,Neeladri Nagar,2,1060.0,2.0,35.0
5171,Neeladri Nagar,1,640.0,1.0,20.5
5172,Neeladri Nagar,2,1105.0,2.0,30.0
5173,Neeladri Nagar,2,1100.0,2.0,30.0
5174,Neeladri Nagar,3,2111.0,3.0,103.0
5175,Nehru Nagar,3,1775.0,3.0,110.0
5176,Nehru Nagar,4,2363.0,5.0,120.0
5177,Nehru Nagar,4,2342.0,3.0,115.0
5178,Nehru Nagar,2,967.0,2.0,41.1
5179,Nehru Nagar,3,1374.0,3.0,72.0
5180,Nehru Nagar,3,1674.0,3.0,90.0
5181,Nehru Nagar,3,1269.0,2.0,63.0
5182,Nehru Nagar,2,1100.0,2.0,50.0
5183,Nehru Nagar,3,1674.0,3.0,81.0
5184,OMBR Layout,3,2420.0,3.0,185.0
5185,OMBR Layout,2,1078.0,2.0,65.0
5186,OMBR Layout,2,1101.0,2.0,65.5
5187,OMBR Layout,2,1041.0,2.0,65.5
5188,OMBR Layout,2,1300.0,2.0,80.0
5189,OMBR Layout,2,1085.0,2.0,64.0
5190,OMBR Layout,3,1855.0,3.0,145.0
5191,OMBR Layout,2,1050.0,2.0,48.0
5192,OMBR Layout,3,1730.0,3.0,93.0
5193,OMBR Layout,2,1165.0,2.0,88.5
5194,OMBR Layout,2,1101.0,2.0,66.0
5195,OMBR Layout,4,3400.0,4.0,275.0
5196,OMBR Layout,3,1580.0,3.0,75.0
5197,Old Airport Road,4,2732.0,4.0,204.0
5198,Old Airport Road,3,1875.0,2.0,110.0
5199,Old Airport Road,4,3356.0,4.0,251.0
5200,Old Airport Road,2,1206.0,2.0,75.0
5201,Old Airport Road,4,2774.0,4.0,207.0
5202,Old Airport Road,4,2690.0,4.0,191.0
5203,Old Airport Road,4,2690.0,4.0,199.0
5204,Old Airport Road,2,1655.0,2.0,97.65
5205,Old Airport Road,2,1075.0,2.0,60.0
5206,Old Airport Road,3,1858.0,2.0,167.0
5207,Old Airport Road,2,1150.0,2.0,90.0
5208,Old Airport Road,4,2690.0,4.0,191.0
5209,Old Airport Road,4,2658.0,5.0,187.0
5210,Old Airport Road,2,946.0,2.0,58.0
5211,Old Airport Road,4,2774.0,4.0,208.0
5212,Old Airport Road,4,2774.0,4.0,208.0
5213,Old Airport Road,4,3200.0,4.0,280.0
5214,Old Airport Road,4,2690.0,4.0,201.0
5215,Old Airport Road,2,1145.0,2.0,75.0
5216,Old Airport Road,4,2732.0,4.0,194.0
5217,Old Airport Road,4,2658.0,5.0,189.0
5218,Old Airport Road,4,2774.0,4.0,197.0
5219,Old Airport Road,4,3496.0,4.0,262.0
5220,Old Airport Road,4,2774.0,4.0,197.0
5221,Old Airport Road,4,2732.0,4.0,204.0
5222,Old Airport Road,3,1798.0,3.0,150.0
5223,Old Airport Road,4,2774.0,4.0,208.0
5224,Old Airport Road,2,1184.0,2.0,78.0
5225,Old Airport Road,4,3504.0,4.0,262.0
5226,Old Airport Road,2,1055.0,2.0,75.0
5227,Old Madras Road,3,1425.0,2.0,94.0
5228,Old Madras Road,4,3715.0,6.0,224.5
5229,Old Madras Road,4,3630.0,6.0,195.0
5230,Old Madras Road,3,1350.0,3.0,58.99
5231,Old Madras Road,2,935.0,2.0,45.0
5232,Old Madras Road,4,3715.0,6.0,200.5
5233,Old Madras Road,3,1720.0,3.0,100.0
5234,Old Madras Road,2,1200.0,2.0,72.0
5235,Old Madras Road,2,1225.0,2.0,53.55
5236,Old Madras Road,2,1100.0,2.0,70.0
5237,Old Madras Road,3,2760.0,5.0,157.0
5238,Old Madras Road,2,1171.0,2.0,75.0
5239,Old Madras Road,2,935.0,2.0,45.0
5240,Old Madras Road,5,4500.0,7.0,294.0
5241,Old Madras Road,3,2640.0,5.0,142.0
5242,Old Madras Road,2,1065.0,2.0,47.86
5243,Old Madras Road,4,2010.0,3.0,125.0
5244,Old Madras Road,4,2010.0,3.0,115.0
5245,Old Madras Road,3,1480.0,2.0,84.0
5246,Old Madras Road,3,2990.0,5.0,210.0
5247,Old Madras Road,2,1210.0,2.0,74.0
5248,Old Madras Road,2,1171.0,2.0,72.0
5249,Old Madras Road,4,3630.0,6.0,196.0
5250,Old Madras Road,3,1480.0,3.0,95.0
5251,Old Madras Road,3,1425.0,2.0,74.31
5252,Old Madras Road,2,1210.0,2.0,80.0
5253,Old Madras Road,3,1859.0,3.0,121.0
5254,Old Madras Road,3,2990.0,5.0,173.0
5255,Old Madras Road,4,4000.0,4.0,225.0
5256,Old Madras Road,4,3900.0,4.0,175.0
5257,Old Madras Road,3,2300.0,3.0,142.0
5258,Old Madras Road,4,3630.0,6.0,207.0
5259,Old Madras Road,2,1210.0,2.0,80.0
5260,Old Madras Road,2,1210.0,2.0,77.0
5261,Old Madras Road,5,5020.0,7.0,287.0
5262,Old Madras Road,4,3715.0,6.0,212.5
5263,Old Madras Road,2,1330.0,2.0,74.0
5264,Old Madras Road,3,1720.0,3.0,106.0
5265,Old Madras Road,3,2640.0,5.0,150.0
5266,Old Madras Road,3,2990.0,3.0,170.0
5267,Old Madras Road,3,1530.0,3.0,76.34
5268,Old Madras Road,2,1171.0,2.0,73.0
5269,Old Madras Road,3,1630.0,3.0,110.0
5270,Old Madras Road,2,1165.0,2.0,52.0
5271,Old Madras Road,2,2640.0,2.0,170.0
5272,Old Madras Road,2,1165.0,2.0,51.42
5273,Padmanabhanagar,2,1020.0,2.0,63.0
5274,Padmanabhanagar,2,1176.0,2.0,62.0
5275,Padmanabhanagar,2,1258.0,2.0,115.0
5276,Padmanabhanagar,3,1708.0,2.0,90.5
5277,Padmanabhanagar,2,1100.0,2.0,65.0
5278,Padmanabhanagar,4,3400.0,3.0,210.0
5279,Padmanabhanagar,3,1531.0,2.0,75.0
5280,Padmanabhanagar,3,1400.0,3.0,65.0
5281,Padmanabhanagar,3,1360.0,2.0,75.0
5282,Padmanabhanagar,3,4500.0,4.0,360.0
5283,Padmanabhanagar,2,1200.0,2.0,60.0
5284,Padmanabhanagar,3,1710.0,2.0,90.63
5285,Padmanabhanagar,2,1000.0,1.0,90.0
5286,Padmanabhanagar,2,1067.0,2.0,52.0
5287,Padmanabhanagar,3,1250.0,2.0,70.0
5288,Padmanabhanagar,3,1350.0,3.0,71.55
5289,Padmanabhanagar,3,1360.0,3.0,75.0
5290,Padmanabhanagar,2,1100.0,2.0,60.0
5291,Padmanabhanagar,3,2051.0,3.0,180.0
5292,Padmanabhanagar,3,2051.0,3.0,170.0
5293,Pai Layout,2,1006.0,2.0,35.0
5294,Pai Layout,3,1550.0,2.0,90.0
5295,Pai Layout,2,1050.0,2.0,40.0
5296,Pai Layout,3,1400.0,2.0,67.0
5297,Pai Layout,2,1100.0,2.0,50.0
5298,Pai Layout,2,1255.0,2.0,80.0
5299,Pai Layout,2,1075.0,2.0,35.0
5300,Pai Layout,2,1400.0,2.0,57.5
5301,Pai Layout,2,1175.0,2.0,60.0
5302,Pai Layout,2,810.0,2.0,34.5
5303,Pai Layout,2,1000.0,2.0,34.0
5304,Pai Layout,2,1000.0,2.0,42.0
5305,Pai Layout,6,3800.0,6.0,175.0
5306,Pai Layout,2,1068.0,2.0,48.0
5307,Pai Layout,3,1510.0,2.0,65.0
5308,Pai Layout,3,1500.0,2.0,58.0
5309,Pai Layout,3,1600.0,2.0,65.0
5310,Panathur,2,1359.0,2.0,87.0
5311,Panathur,2,1438.0,2.0,100.0
5312,Panathur,3,1688.0,3.0,118.0
5313,Panathur,3,1695.0,3.0,90.0
5314,Panathur,2,1198.0,2.0,77.0
5315,Panathur,2,1180.0,2.0,70.0
5316,Panathur,3,1546.0,3.0,99.0
5317,Panathur,3,1370.0,2.0,75.0
5318,Panathur,2,1000.0,2.0,65.3
5319,Panathur,2,1109.0,2.0,63.0
5320,Panathur,2,1000.0,2.0,68.0
5321,Panathur,2,1255.0,2.0,79.0
5322,Panathur,2,1205.0,2.0,62.9
5323,Panathur,2,1198.0,2.0,82.0
5324,Panathur,2,1235.0,2.0,65.0
5325,Panathur,2,1210.0,2.0,80.0
5326,Panathur,2,1210.0,2.0,77.0
5327,Panathur,1,661.0,1.0,40.0
5328,Panathur,2,1210.0,2.0,78.0
5329,Panathur,3,1861.0,3.0,92.0
5330,Panathur,2,1050.0,2.0,60.0
5331,Panathur,2,1398.0,2.0,97.0
5332,Panathur,2,1065.0,2.0,58.0
5333,Panathur,2,1007.0,2.0,64.0
5334,Panathur,2,1210.0,2.0,77.93
5335,Panathur,2,1230.0,2.0,80.0
5336,Panathur,2,980.0,2.0,57.0
5337,Panathur,2,1075.0,2.0,60.0
5338,Panathur,2,1210.0,2.0,69.0
5339,Panathur,2,1343.0,2.0,76.0
5340,Parappana Agrahara,2,1194.0,2.0,47.0
5341,Parappana Agrahara,2,1194.0,2.0,47.0
5342,Parappana Agrahara,2,1194.0,2.0,46.0
5343,Parappana Agrahara,2,1194.0,2.0,47.0
5344,Parappana Agrahara,2,1194.0,2.0,46.0
5345,Parappana Agrahara,2,1194.0,2.0,47.0
5346,Parappana Agrahara,2,1194.0,2.0,47.0
5347,Parappana Agrahara,2,1092.0,2.0,43.0
5348,Parappana Agrahara,2,1194.0,2.0,45.0
5349,Parappana Agrahara,1,1200.0,1.0,45.0
5350,Parappana Agrahara,2,1194.0,2.0,46.0
5351,Parappana Agrahara,2,1194.0,2.0,47.0
5352,Parappana Agrahara,2,1194.0,2.0,47.0
5353,Parappana Agrahara,2,1194.0,2.0,46.0
5354,Parappana Agrahara,2,1194.0,2.0,46.0
5355,Pattandur Agrahara,3,1550.0,2.0,80.0
5356,Pattandur Agrahara,2,1025.0,2.0,44.5
5357,Pattandur Agrahara,2,1247.0,2.0,59.8
5358,Pattandur Agrahara,2,900.0,2.0,42.0
5359,Pattandur Agrahara,2,1302.0,2.0,66.0
5360,Pattandur Agrahara,3,1550.0,2.0,80.0
5361,Pattandur Agrahara,2,1247.0,2.0,62.35
5362,Pattandur Agrahara,2,1350.0,2.0,68.0
5363,Poorna Pragna Layout,2,920.0,2.0,39.55
5364,Poorna Pragna Layout,3,1475.0,2.0,58.99
5365,Poorna Pragna Layout,3,1270.0,2.0,50.79
5366,Poorna Pragna Layout,2,1160.0,2.0,46.39
5367,Poorna Pragna Layout,3,1270.0,2.0,50.79
5368,Poorna Pragna Layout,3,1270.0,2.0,50.79
5369,Poorna Pragna Layout,2,965.0,2.0,48.0
5370,Poorna Pragna Layout,3,1355.0,2.0,58.25
5371,Poorna Pragna Layout,3,1355.0,2.0,58.27
5372,Poorna Pragna Layout,3,1475.0,2.0,58.99
5373,Poorna Pragna Layout,3,1270.0,2.0,50.79
5374,Poorna Pragna Layout,2,1160.0,2.0,46.39
5375,Poorna Pragna Layout,3,1270.0,2.0,50.79
5376,Poorna Pragna Layout,2,1160.0,2.0,46.39
5377,Poorna Pragna Layout,3,1475.0,2.0,58.99
5378,Poorna Pragna Layout,3,1270.0,2.0,50.79
5379,Poorna Pragna Layout,2,960.0,2.0,50.0
5380,Poorna Pragna Layout,3,1270.0,2.0,50.79
5381,Prithvi Layout,4,2028.0,4.0,162.0
5382,Prithvi Layout,2,1352.0,2.0,87.5
5383,Prithvi Layout,2,1190.0,2.0,68.0
5384,Prithvi Layout,2,1352.0,2.0,85.0
5385,Prithvi Layout,2,1352.0,2.0,75.0
5386,Prithvi Layout,3,2273.0,4.0,220.0
5387,Prithvi Layout,2,1352.0,3.0,93.0
5388,Prithvi Layout,3,2273.0,4.0,192.0
5389,Prithvi Layout,2,1352.0,2.0,72.0
5390,Prithvi Layout,3,2100.0,3.0,125.0
5391,R.T. Nagar,4,1500.0,4.0,70.0
5392,R.T. Nagar,2,1200.0,2.0,120.0
5393,R.T. Nagar,3,1560.0,3.0,85.0
5394,R.T. Nagar,2,1040.0,2.0,46.0
5395,R.T. Nagar,2,1200.0,2.0,45.0
5396,R.T. Nagar,2,1235.0,2.0,65.0
5397,R.T. Nagar,3,1140.0,3.0,130.0
5398,R.T. Nagar,2,970.0,2.0,55.0
5399,R.T. Nagar,3,1560.0,3.0,125.0
5400,R.T. Nagar,2,1200.0,2.0,60.0
5401,R.T. Nagar,3,1680.0,3.0,72.0
5402,R.T. Nagar,3,1400.0,2.0,78.0
5403,R.T. Nagar,3,1200.0,3.0,140.0
5404,R.T. Nagar,2,1100.0,3.0,125.0
5405,R.T. Nagar,2,1150.0,2.0,72.0
5406,R.T. Nagar,4,1500.0,4.0,185.0
5407,R.T. Nagar,9,3600.0,8.0,165.0
5408,R.T. Nagar,2,1080.0,2.0,48.0
5409,R.T. Nagar,2,1325.0,2.0,52.0
5410,R.T. Nagar,4,1800.0,3.0,120.0
5411,R.T. Nagar,3,1300.0,3.0,145.0
5412,R.T. Nagar,3,1500.0,2.0,70.0
5413,R.T. Nagar,2,1100.0,2.0,85.0
5414,R.T. Nagar,3,1667.0,3.0,130.0
5415,Rachenahalli,2,1050.0,2.0,52.07
5416,Rachenahalli,3,1530.0,2.0,74.5
5417,Rachenahalli,2,1050.0,2.0,55.5
5418,Rachenahalli,3,1530.0,2.0,74.4
5419,Rachenahalli,2,1050.0,2.0,53.5
5420,Rachenahalli,3,1530.0,2.0,74.39
5421,Rachenahalli,2,1220.0,2.0,59.5
5422,Rachenahalli,2,1050.0,2.0,52.5
5423,Rachenahalli,3,1550.0,3.0,73.5
5424,Rachenahalli,2,1050.0,2.0,52.1
5425,Rachenahalli,2,1050.0,2.0,53.5
5426,Rachenahalli,2,1113.0,2.0,55.0
5427,Rachenahalli,4,3657.0,5.0,220.0
5428,Rachenahalli,3,1550.0,3.0,74.5
5429,Rachenahalli,3,1530.0,2.0,74.4
5430,Rachenahalli,3,1530.0,2.0,74.5
5431,Rachenahalli,1,680.0,1.0,32.64
5432,Rachenahalli,2,1050.0,2.0,52.5
5433,Rachenahalli,3,1550.0,3.0,72.5
5434,Rachenahalli,3,1530.0,2.0,74.4
5435,Rachenahalli,1,690.0,1.0,39.8
5436,Rachenahalli,2,1200.0,2.0,50.0
5437,Rachenahalli,2,1050.0,2.0,47.25
5438,Rachenahalli,2,1050.0,2.0,55.5
5439,Rachenahalli,2,985.0,2.0,49.97
5440,Rachenahalli,2,1050.0,2.0,52.5
5441,Rachenahalli,2,1050.0,2.0,52.08
5442,Rachenahalli,3,1550.0,3.0,72.5
5443,Rachenahalli,2,1050.0,2.0,52.07
5444,Rachenahalli,3,1530.0,2.0,74.4
5445,Rachenahalli,2,1050.0,2.0,52.08
5446,Rachenahalli,2,985.0,2.0,49.97
5447,Rachenahalli,3,1856.0,3.0,106.0
5448,Rachenahalli,2,1050.0,2.0,52.5
5449,Rachenahalli,2,985.0,2.0,50.17
5450,Rachenahalli,3,2600.0,3.0,160.0
5451,Rachenahalli,3,1550.0,3.0,68.5
